43.3983	1.78998	0.996588	3.11824	1
0.977818	0.997066	-0.318081	-2.75971	1
4.05675	3.00301	0.835172	-4.59311	1
1.9262	2.36258	-1.75107	3.82806	1
9.34195	3.14683	3.07208	2.54837	1
11.8014	46.694	0.511995	2.50609	1
0.331238	49.2256	-1.31196	-0.819907	1
15.0721	49.7429	-2.0874	2.73698	1
13.7156	40.1755	-0.495278	7.07348	1
15.0995	44.6933	-2.44692	2.96658	1
22.7796	46.9264	0.118999	2.32929	1
25.3016	48.157	0.389801	0.276523	1
22.511	0.829864	2.31966	-0.0916254	1
15.3155	46.427	-0.58606	0.738305	1
20.2348	48.3135	0.102561	-2.57583	1
24.2792	44.4379	-0.223334	-3.47516	1
25.9978	41.8199	-3.61288	-0.659642	1
25.2733	3.03277	3.56493	-1.48231	1
29.4062	41.9642	-1.03655	-2.11784	1
29.9748	46.2786	3.6583	6.9875	1
26.3981	47.3003	-2.54631	-2.22809	1
35.3509	3.34536	-0.717263	-1.98025	1
37.4892	0.39666	-0.911892	-0.573337	1
33.3794	46.7821	0.603273	0.143988	1
40.241	46.7788	1.01906	0.199538	1
41.6058	5.08522	0.0589997	-1.44571	1
41.5317	0.325447	-5.23958	-0.228498	1
44.2801	48.798	4.38544	-1.66467	1
45.8397	2.64196	2.11386	4.7565	1
45.5526	49.1913	-1.79972	0.534091	1
37.9162	2.63901	0.619603	-1.11866	1
48.6544	44.6733	-1.55438	-3.64482	1
3.41955	3.92706	-4.22128	2.07844	1
1.32017	49.6737	-2.01519	-0.808005	1
5.08802	1.24902	-2.33273	-1.32918	1
8.3151	6.38982	2.16805	1.19667	1
47.9644	43.8303	2.45633	-3.04258	1
8.42462	44.4799	-3.26078	-1.33485	1
6.38332	0.771731	2.24524	-1.06346	1
10.0626	6.15356	-3.68166	1.5023	1
16.4895	5.4838	6.44632	2.82012	1
18.5632	3.1536	-1.0916	0.073639	1
13.1451	34.3385	2.28211	-2.84965	1
15.4925	3.35658	-1.72244	-1.77903	1
25.1086	9.29647	-0.450765	-0.965848	1
24.1283	0.945814	1.45562	0.491983	1
20.1915	1.65738	-1.16864	-3.98402	1
26.6488	2.8924	-0.505775	2.53819	1
26.9972	0.135549	-1.96689	2.49933	1
29.8728	48.5979	2.51497	-0.811112	1
24.2545	2.16585	-0.83921	0.647684	1
33.018	6.93174	4.05823	-4.15607	1
33.654	0.711621	-2.96836	-4.25622	1
37.1585	44.8557	4.46107	-2.25064	1
32.0132	5.38904	-1.98376	1.60933	1
28.9115	2.45927	0.942459	-3.16627	1
33.8586	4.17664	1.59681	-0.349059	1
39.0135	48.688	1.8328	-3.42307	1
39.7244	2.78275	-1.20369	2.86402	1
30.5418	0.519621	4.53896	-2.89993	1
40.894	3.76319	-1.50793	-0.0149455	1
1.18991	46.1	-1.88404	-1.28458	1
43.2958	3.64386	-3.64193	1.65784	1
44.3004	45.1603	-3.27633	-3.07489	1
1.47031	43.4969	-1.34424	-1.63556	1
47.6764	2.34756	-0.684017	-3.8611	1
3.72187	1.75646	0.341228	0.735799	1
10.9714	3.81314	2.72808	-0.098535	1
5.46154	4.10742	0.736241	-0.118208	1
11.7262	48.3538	1.30282	2.6447	1
4.44715	49.1183	2.18623	2.38487	1
16.8507	0.127822	0.702403	-2.65388	1
18.1767	0.953478	1.29714	1.0559	1
4.94678	5.32804	-0.930306	1.46737	1
13.3298	49.0447	-2.13537	2.56669	1
18.7737	9.38174	-3.69907	3.487	1
21.6173	46.1266	1.34149	1.7874	1
18.9575	8.40903	0.291863	-2.80123	1
14.4466	3.65079	2.80226	-1.2994	1
26.5844	49.2142	1.26187	-3.60878	1
26.188	44.6092	-0.413769	0.495092	1
26.172	6.31319	-0.746908	-2.14327	1
28.5208	3.83747	2.61071	0.433321	1
30.2724	2.44955	1.01671	-0.016135	1
34.836	48.8204	1.18555	0.200247	1
29.3897	4.94955	-0.132468	-0.257426	1
28.1	1.75876	-4.13227	2.21706	1
33.7805	49.3341	-4.7055	-2.55562	1
41.8263	7.5551	0.0350602	-4.83622	1
46.5063	3.91285	-1.94132	2.85623	1
38.6884	4.12273	-4.90771	5.41719	1
40.908	2.4467	1.44407	-0.839716	1
49.5226	9.57639	-0.206102	-0.558766	1
48.055	9.50235	-0.704885	-0.73995	1
46.4916	6.36841	1.46732	2.64087	1
46.3541	0.683062	-3.98146	-3.25514	1
46.1937	9.18843	-2.47795	0.951092	1
48.5116	7.80758	-1.77914	0.271239	1
2.76681	2.99011	0.0607067	2.81341	1
3.98229	48.1338	1.06574	-1.71636	1
48.5868	3.56966	-4.09542	-0.21786	1
3.83422	8.26137	-2.12997	-1.0172	1
12.491	0.750972	-1.67003	1.38637	1
13.8694	2.20943	-3.00344	-4.25125	1
9.45738	48.9143	-2.27647	-4.07318	1
12.664	2.27395	1.25051	2.6699	1
23.75	47.9058	-2.00177	0.396436	1
22.067	49.0227	3.51796	0.924731	1
15.9511	4.36869	-0.134324	-1.10414	1
19.7149	5.47366	4.61505	-0.440366	1
29.8623	10.1601	-1.44292	-0.436137	1
23.8012	4.8359	-0.202785	0.295575	1
22.8075	4.33567	-0.930541	2.87254	1
27.989	48.3168	-1.31249	-2.73082	1
28.9773	11.0321	-0.482417	-0.68521	1
27.4071	12.9385	0.196522	-4.48278	1
28.3846	8.27715	1.0232	0.227426	1
27.2717	6.71894	-0.84955	-0.665702	1
40.0564	4.64626	2.56237	-0.589231	1
34.1546	6.87949	-2.38582	1.45646	1
35.9782	49.9679	-2.87028	-4.36587	1
39.6488	5.79437	-0.157198	7.65054	1
46.0697	12.6639	1.11486	-0.45043	1
44.4968	3.3826	1.9935	-0.947869	1
37.2665	5.03162	-5.62219	-0.683511	1
40.9337	10.2029	4.98122	2.57048	1
47.6327	1.17898	2.7963	-0.279172	1
0.0746142	5.88258	0.382564	2.68987	1
44.4997	15.6487	5.49598	-1.61668	1
46.9134	10.3756	-2.93108	-3.87541	1
2.51144	8.12815	-0.272028	-1.74902	1
2.48938	4.44964	-2.24208	-0.79236	1
9.18179	4.56124	4.48358	2.44972	1
15.0083	2.20721	0.642248	-0.8765	1
18.5129	47.5497	-0.168894	-1.37186	1
14.9018	6.90821	2.9708	-1.78921	1
13.5805	10.4061	-1.78028	1.2926	1
15.8959	8.00465	2.12972	2.07863	1
25.95	5.1376	1.55767	-2.72214	1
17.6115	49.1251	0.000891609	-0.107371	1
14.2894	1.27178	-1.71692	-1.40376	1
16.1952	6.61572	0.936196	-1.31071	1
19.0447	2.14364	-0.174632	-1.48298	1
25.0239	12.707	5.70999	-1.25323	1
21.334	8.63222	-3.5343	2.26575	1
31.8414	48.7565	-0.664696	2.9331	1
26.9998	8.36955	-3.41837	0.896798	1
30.5177	7.08297	-3.21786	-6.26043	1
32.1481	4.19862	-3.19328	-0.680992	1
38.7293	10.8634	-3.63618	-3.10513	1
31.5276	1.38262	-0.321003	-0.415747	1
37.6104	10.0259	1.49549	3.19931	1
48.2401	14.2264	2.69438	0.472222	1
34.3113	5.81878	3.60042	5.14692	1
37.3831	6.79266	2.56937	3.13134	1
2.07986	12.3746	-0.220552	1.81075	1
47.8541	6.91366	-1.57255	-1.3941	1
44.9932	8.71757	-1.22926	1.05284	1
41.5425	6.491	-2.82432	-1.07209	1
47.7867	12.0552	-1.39994	1.20381	1
44.633	14.6596	-1.27962	-0.743506	1
1.54699	10.3835	-1.56399	3.14135	1
0.0452023	3.1077	-1.61836	-0.527827	1
7.99979	15.695	2.49607	1.51649	1
7.4393	9.44483	1.19718	-0.376141	1
6.90063	4.85605	-2.56158	-2.61928	1
12.3363	10.1983	-0.886957	-0.0138465	1
17.1824	11.2668	-3.35244	-1.33749	1
7.57967	7.63136	0.803681	1.08497	1
