0.136937 0.461383
0.647094 0.718344
0.829917 0.314976
0.294356 0.237186
0.689893 0.657566
0.191347 0.674024
0.475903 0.825346
0.0762541 0.290599
0.296122 0.615544
0.302319 0.502924
0.405695 0.670003
0.490014 0.542631
0.131386 0.137108
0.260975 0.961303
0.452084 0.55533
0.198489 0.141977
0.212897 0.833578
0.507601 0.841013
0.666359 0.0259456
0.316544 0.147507
0.358158 0.252355
0.755279 0.350119
0.330479 0.245293
0.3824 0.153725
0.423168 0.834484
0.709056 0.621657
0.192543 0.972539
0.224894 0.889657
0.239777 0.541656
0.225466 0.132527
0.00352114 0.607866
0.286252 0.426689
0.0483462 0.418811
0.361369 0.243456
0.466417 0.14494
0.873506 0.412758
0.59487 0.5295
0.210483 0.787413
0.502039 0.155715
0.338114 0.726933
0.0453722 0.54929
0.707106 0.285149
0.0909465 0.932572
0.417676 0.0944676
0.540438 0.703928
0.699237 0.569503
0.401599 0.616497
0.0730838 0.762968
0.262959 0.162741
0.29019 0.764998
0.318457 0.628304
0.491931 0.363829
0.177594 0.199038
0.648978 0.268541
0.13161 0.0666535
0.363009 0.672048
0.654836 0.469819
0.453668 0.0564351
0.0863155 0.526752
0.0662527 0.727311
0.679728 0.0185111
0.230089 0.942687
0.181252 0.520279
0.707686 0.499709
0.148583 0.199617
0.863538 0.326178
0.398655 0.512515
0.594718 0.530264
0.202312 0.349751
0.819569 0.295561
0.460298 0.531882
0.474569 0.0883287
0.210665 0.182255
0.588038 0.359248
0.381872 0.451576
0.310791 0.54326
0.237872 0.513103
0.893011 0.0797639
0.370251 0.71258
0.375324 0.283834
0.618465 0.197637
0.0168202 0.470619
0.086202 0.477118
0.00250119 0.993278
0.167504 0.47707
0.0816069 0.378169
0.659325 0.669645
0.737418 0.0411969
0.12122 0.422844
0.821723 0.0853112
0.702988 0.132514
0.645617 0.521582
0.0206238 0.0158683
0.234162 0.395948
0.299702 0.852627
0.593585 0.316522
0.323247 0.679787
0.79364 0.325748
0.339314 0.462143
0.424317 0.0767315
0.50334 0.545537
0.499575 0.325064
0.630848 0.202564
0.457578 0.259419
0.143424 0.103195
0.781001 0.164047
0.119064 0.0151634
0.559996 0.418766
0.867791 0.153581
0.735288 0.191038
0.833368 0.528928
0.516786 0.506433
0.490073 0.319604
0.261105 0.829386
0.906118 0.285087
0.230959 0.405693
0.608257 0.0677289
0.121226 0.751681
0.170924 0.902227
0.915728 0.289988
0.629304 0.444042
0.812609 0.23021
0.29243 0.594356
0.915632 0.198547
0.879443 0.14659
0.60424 0.489594
0.00839717 0.212497
0.557323 0.129623
0.0318505 0.879906
0.018235 0.949241
0.35563 0.726989
0.171031 0.710642
0.447606 0.144002
0.203647 0.416711
0.607046 0.0162557
0.610611 0.562553
0.0980227 0.490054
0.709143 0.702263
0.265218 0.879014
0.758845 0.283453
0.828255 0.114475
0.0104421 0.562678
0.0994095 0.181473
0.273321 0.547016
0.325476 0.476968
0.493223 0.610648
0.831997 0.103835
0.173201 0.930019
0.632283 0.573538
0.599885 0.547043
0.110509 0.447048
0.425982 0.375727
0.326062 0.184827
0.65918 0.154317
0.299302 0.669622
0.716996 0.398711
0.945727 0.176571
0.109092 0.960507
0.064342 0.693304
0.575649 0.503391
0.231769 0.175533
0.0504342 0.342277
0.622581 0.476416
0.661243 0.377184
0.102961 0.960545
0.0468058 0.819957
0.359256 0.897901
0.810273 0.304984
0.0744723 0.277557
0.214438 0.183565
0.238064 0.734542
0.124654 0.302406
0.960637 0.0034946
0.499154 0.192406
0.179028 0.549588
0.534684 0.801609
0.0260039 0.252688
0.647792 0.676678
0.67317 0.0070481
0.574579 0.483443
0.312032 0.649051
0.761 0.52647
0.261012 0.95727
0.301471 0.688858
0.953032 0.262108
0.692352 0.452186
0.454514 0.87138
0.00177373 0.989198
0.672989 0.0277776
0.241885 0.423242
0.276456 0.362816
0.369864 0.123013
0.43307 0.681896
0.772064 0.19407
0.208367 0.60468
0.193134 0.469378
0.56195 0.494605
0.158236 0.514982
0.967168 0.211227
0.200424 0.394959
0.314066 0.0946565
0.0745602 0.862501
0.0442827 0.444425
0.126321 0.757578
0.671422 0.334687
0.362259 0.864556
0.439191 0.115874
0.812891 0.406359
0.3271 0.53486
0.375301 0.527525
0.0837644 0.2839
0.842676 0.158325
0.146401 0.886959
0.602749 0.131915
0.364311 0.72907
0.889493 0.0357331
0.0637572 0.251752
0.17596 0.259451
0.375325 0.643016
0.0215102 0.702425
0.177876 0.396811
0.22995 0.107695
0.768831 0.199784
0.483684 0.698391
0.0109206 0.630085
0.585349 0.61367
0.34274 0.651493
0.27432 0.0792058
0.145134 0.104445
0.694357 0.520459
0.222884 0.925337
0.112678 0.452834
0.0330325 0.88151
0.734106 0.136301
0.587138 0.745026
0.766386 0.172487
0.358696 0.528386
0.122147 0.701436
0.179879 0.107541
0.107933 0.0831247
0.16233 0.138358
0.486698 0.856687
0.658816 0.234159
0.159496 0.685233
0.334534 0.192529
0.0812758 0.300848
0.123452 0.668413
0.0458741 0.889838
0.8409 0.40457
0.106006 0.598103
0.0705881 0.213938
0.681228 0.0638119
0.20217 0.0828884
0.317047 0.2728
0.742686 0.476544
0.958033 0.0772195
0.669072 0.524776
0.0643703 0.750348
0.825624 0.187822
0.418761 0.871498
0.0776601 0.259662
0.276068 0.495884
0.222709 0.382073
0.0939869 0.293297
0.596012 0.775215
0.357109 0.192202
0.618773 0.559279
0.275091 0.319019
0.420264 0.592138
0.591819 0.16295
0.0686816 0.549852
0.24017 0.737754
0.0746277 0.30454
0.771749 0.570022
0.166525 0.0478172
0.0659063 0.389234
0.429891 0.159893
0.682531 0.0259023
0.935108 0.0396405
0.218105 0.553881
0.598919 0.493196
0.872899 0.0191836
0.0853336 0.464718
0.182134 0.154015
0.0145702 0.422304
0.891769 0.0891979
0.726844 0.379871
0.286735 0.761199
0.789229 0.45326
0.842494 0.238907
0.0150283 0.525025
0.264809 0.950136
0.564666 0.482914
0.504017 0.163585
0.182769 0.0614426
0.841634 0.364903
0.215458 0.856204
0.787206 0.107227
0.69605 0.522485
0.227093 0.505066
0.37762 0.0695867
0.743973 0.392648
0.594612 0.00878178
0.342785 0.159278
0.491695 0.846802
0.322863 0.467804
0.223718 0.505632
0.529247 0.0653521
0.171791 0.33903
0.112863 0.497861
0.427532 0.339956
0.00292762 0.805152
0.409542 0.746901
0.1978 0.00415444
0.755682 0.540585
0.163433 0.247378
0.387387 0.486296
0.715182 0.611104
0.520203 0.841066
0.464972 0.691994
0.180096 0.266783
0.597041 0.292959
0.764644 0.0245727
0.632914 0.767572
0.829725 0.0424566
0.514472 0.0275252
0.0466111 0.270155
0.56811 0.210044
0.696339 0.232714
0.566602 0.688267
0.477143 0.243058
0.550729 0.466277
0.841071 0.070932
0.307343 0.306044
0.762926 0.487439
0.572826 0.359966
0.780398 0.337471
0.384539 0.413312
0.105042 0.214264
0.455769 0.619515
0.241789 0.50238
0.712423 0.407202
0.765396 0.408763
0.639916 0.331998
0.0970296 0.117059
0.575056 0.647759
0.583337 0.416127
0.722171 0.481616
0.378118 0.294997
0.841583 0.158516
0.632468 0.226121
0.571828 0.73751
0.440385 0.0275964
0.357025 0.682174
0.529976 0.246694
0.492073 0.242399
0.653896 0.257469
0.651162 0.293812
0.589467 0.748192
0.410871 0.164523
0.58065 0.114641
0.884888 0.302821
0.596258 0.263006
0.597819 0.43784
0.421522 0.230286
0.967797 0.104347
0.0209464 0.324822
0.786521 0.550922
0.571516 0.278594
0.793322 0.225412
0.536063 0.444484
0.519224 0.125531
0.192675 0.930095
0.290054 0.588625
0.173525 0.299524
0.0721963 0.771344
0.737364 0.493718
0.00163024 0.401326
0.505673 0.508015
0.294249 0.292193
0.0589372 0.865764
0.0911763 0.10685
0.296743 0.6104
0.232381 0.489418
0.540495 0.522435
0.0780431 0.464798
0.393139 0.78131
0.273988 0.566664
0.0808337 0.346184
0.338008 0.818198
0.839902 0.339638
0.219524 0.326971
0.309065 0.725196
0.0173895 0.893923
0.469078 0.588177
0.746182 0.560254
0.695027 0.0429241
0.170654 0.927408
0.532342 0.711149
0.449843 0.610385
0.175947 0.842981
0.391695 0.449935
0.409645 0.472528
0.290726 0.636021
0.0872912 0.51025
0.235446 0.797977
0.6919 0.468748
0.841012 0.438082
0.029002 0.536039
0.481006 0.199656
0.463448 0.0133475
0.623732 0.0867522
0.756272 0.0154269
0.536687 0.165917
0.487955 0.332806
0.968827 0.000861506
0.288931 0.931819
0.397218 0.524377
0.729796 0.396887
0.777213 0.421696
0.154265 0.340784
0.0942933 0.617712
0.354131 0.00509874
0.091851 0.287274
0.453192 0.481246
0.259927 0.93017
0.367623 0.548859
0.073236 0.591786
0.161728 0.850449
0.0134821 0.0273634
0.468674 0.87326
0.214044 0.0162937
0.240652 0.568176
0.0213924 0.771654
0.546039 0.113243
0.0589287 0.53933
0.741781 0.51212
0.0205761 0.703125
0.878882 0.280504
0.633295 0.246505
0.829362 0.495284
0.0113465 0.902598
0.0870699 0.173075
0.753047 0.100552
0.200438 0.221722
0.973812 0.122439
0.844661 0.187856
0.138732 0.0853123
0.756032 0.160125
0.856967 0.302071
0.273368 0.915895
0.841401 0.0151494
0.428015 0.861978
0.718274 0.306898
0.142481 0.351569
0.737825 0.627489
0.0344754 0.938263
0.84921 0.00828761
0.0607016 0.693871
0.196144 0.199434
0.359559 0.63615
0.254247 0.632927
0.552045 0.0956486
0.286958 0.100107
0.0719505 0.564773
0.498696 0.142935
0.57388 0.533172
0.0811981 0.423091
0.541459 0.1419
0.116961 0.737603
0.341334 0.896145
0.689779 0.700892
0.333819 0.0843392
0.0396749 0.981895
0.0643996 0.997301
0.348246 0.351358
0.0974084 0.0661653
0.191719 0.169359
0.630938 0.596829
0.115751 0.129635
0.112722 0.204266
0.962862 0.229683
0.941869 0.304196
0.125828 0.631648
0.0050882 0.658122
0.575674 0.338907
0.742461 0.615349
0.320803 0.806861
0.61265 0.669049
0.158218 0.710058
0.735214 0.349937
0.879417 0.366152
0.495787 0.686531
0.684799 0.158593
0.507493 0.797521
0.362859 0.470356
0.0272042 0.304727
0.774552 0.153032
0.811154 0.51205
0.118547 0.553615
0.127399 0.43935
0.360476 0.740049
0.108399 0.518694
0.450107 0.843613
0.868631 0.329524
0.209765 0.815398
0.324693 0.705552
0.501928 0.00949184
0.864145 0.00942161
0.807013 0.227004
0.479777 0.834217
0.531731 0.254329
0.0339685 0.798403
0.980156 0.152516
0.352018 0.107555
0.591866 0.712494
0.231189 0.297711
0.543877 0.0998201
0.627235 0.753643
0.459195 0.417146
0.426568 0.768432
